seq,subj,item,cond,R1,R2,R3,R4,R5,R6,R7
62,15,31,1,908,1289,1005,1105,786,546,
23,15,2,2,1396,1110,2421,1296,1365,464,
45,15,4,2,1287,1832,1511,1105,779,904,
10,15,6,2,1361,1244,1108,1063,929,1255,
55,15,8,2,974,1155,1052,921,1097,1019,
57,15,10,2,1421,2053,1719,1947,1326,918,
26,15,12,2,1046,749,1181,1633,1348,931,
53,15,14,2,934,571,1305,1086,1151,852,
18,15,16,2,1469,767,2777,1077,574,864,
37,15,18,2,1085,832,1717,1444,953,1100,
49,15,20,2,1637,1140,1768,945,859,507,
54,15,22,2,837,1272,1542,1094,1155,704,
7,15,24,2,1889,1135,1352,1079,1124,1898,
36,15,26,2,1742,1525,1007,777,1089,846,
20,15,28,2,1290,1086,2936,1485,1509,1076,
33,15,30,2,1574,1426,1300,1234,1023,772,
25,15,32,2,1166,1014,2343,1558,1271,654,
59,16,1,1,2147,3052,1185,1369,1702,1385,
33,16,3,1,4122,2263,1849,2230,1777,1878,
5,16,5,1,2325,2030,1692,1917,1275,2519,
41,16,7,1,2007,1098,2278,1609,2002,1444,
49,16,9,1,1399,1997,993,1238,1260,1434,
15,16,11,1,1880,1740,1496,1334,1013,1699,
26,16,13,1,2206,1628,1703,1393,1923,1202,
45,16,15,1,1787,1131,1514,2384,3012,1896,
18,16,17,1,2567,2506,1657,2109,2138,2938,
13,16,19,1,2021,3366,2566,1343,1573,3332,
27,16,21,1,2524,1269,2228,1716,1703,1133,
28,16,23,1,2112,1612,1470,1609,1426,2358,
43,16,25,1,1678,1654,1457,1864,970,1202,
8,16,27,1,2037,2287,2128,2551,1879,2138,
16,16,29,1,3709,1503,2268,1514,2217,2951,
17,16,31,1,1624,1874,1762,2188,1093,1750,
19,16,2,2,2196,2004,1571,2451,2016,1310,
24,16,4,2,1408,2682,1741,1249,1609,1895,
31,16,6,2,2048,2251,1515,1287,2382,4225,
47,16,8,2,2043,1917,996,1587,1509,1800,
37,16,10,2,1672,2051,1635,1738,1024,1046,
36,16,12,2,1752,2501,1756,2102,2789,1683,
14,16,14,2,2346,2085,1224,1489,2507,3230,
7,16,16,2,2725,2133,2807,1721,1180,1641,
46,16,18,2,1694,2595,2613,2014,1727,2696,
23,16,20,2,1993,2136,2115,1928,1089,1557,
30,16,22,2,1628,1588,1372,1323,1086,1570,
40,16,24,2,1918,1957,1364,1095,1059,1799,
53,16,26,2,1814,1279,1350,1258,1162,1373,
44,16,28,2,2822,1276,1416,1311,1535,2337,
12,16,30,2,3236,2389,1976,2515,2292,2959,
35,16,32,2,2504,2127,1787,1369,1017,1242,
63,17,1,1,2286,2660,1441,1545,851,862,
56,17,3,1,3255,820,1383,756,736,2559,
44,17,5,1,2554,1799,1135,1629,700,877,
22,17,7,1,2680,1637,1686,1358,1416,2520,
18,17,9,1,1606,1334,1148,416,585,971,
36,17,11,1,1724,1412,1221,1653,916,1285,
57,17,13,1,2216,1548,1700,933,1219,374,
16,17,15,1,2636,2129,1654,1123,1604,1240,
6,17,17,1,1646,2655,1904,1422,573,1284,
48,17,19,1,2231,1173,1328,609,1510,892,
43,17,21,1,1544,631,971,1109,1097,2345,
12,17,23,1,2010,2263,1534,901,984,827,
59,17,25,1,1875,1486,817,850,852,1888,
41,17,27,1,2380,1472,1330,589,1417,1721,
