seq,subj,item,cond,R1,R2,R3,R4,R5
31,6,29,1,322,984,587,981,
19,6,31,1,795,1061,842,452,321
17,6,2,2,881,1613,,,
24,6,4,2,857,121,,,
34,6,6,2,242,,849,624,
37,6,8,2,,,603,1118,157
41,6,10,2,,671,1616,,186
13,6,12,2,2767,8863,3534,1116,599
6,6,14,2,2571,1281,3169,904,729
40,6,16,2,708,800,526,,
2,6,18,2,471,,,132,374
7,6,20,2,1335,2935,,,
20,6,22,2,,570,677,303,263
26,6,24,2,365,630,,,
43,6,26,2,705,337,,,
28,6,28,2,2063,1219,2020,1694,419
9,6,30,2,356,1554,1662,162,
14,6,32,2,422,876,1026,244,
37,7,1,1,335,,,,
39,7,3,1,,,,,
35,7,5,1,553,158,,,
12,7,7,1,,,,,
6,7,9,1,1142,,,,
24,7,11,1,394,,290,,
42,7,13,1,,128,979,,181
41,7,15,1,,,,162,
17,7,17,1,882,157,,,
21,7,19,1,128,,,,
28,7,21,1,,,,262,
26,7,23,1,,,447,,
30,7,25,1,,,,,
27,7,27,1,,,189,118,
15,7,29,1,259,,,539,
2,7,31,1,,,,,
31,7,2,2,,,,,
4,7,4,2,554,,,,
9,7,6,2,,197,,,428
22,7,8,2,,,,,416
33,7,10,2,624,,,,
29,7,12,2,443,,,,
18,7,14,2,857,,,379,403
8,7,16,2,355,403,,122,
16,7,18,2,408,,,,404
3,7,20,2,644,,,,134
20,7,22,2,302,,,,
25,7,24,2,908,,,,
14,7,26,2,502,422,317,,
1,7,28,2,,239,,212,351
11,7,30,2,,,628,452,
19,7,32,2,202,262,,269,
43,8,1,1,3635,1192,,,
40,8,3,1,472,,,,
29,8,5,1,756,318,580,,
3,8,7,1,1070,,,,
37,8,9,1,696,152,,,
10,8,11,1,,,,180,256
35,8,13,1,,,,,
39,8,15,1,,,,,
46,8,17,1,1706,,,,763
15,8,19,1,,,483,,
45,8,21,1,,827,,,
26,8,23,1,,,,,
2,8,25,1,,210,,936,1145
8,8,27,1,3565,,,,1174
20,8,29,1,,199,,,
34,8,31,1,115,,,,
22,8,2,2,143,,,,122
24,8,4,2,,212,,,
31,8,6,2,,,,,
16,8,8,2,903,,,1531,
13,8,10,2,268,,,,255
7,8,12,2,3612,,,,
42,8,14,2,,440,342,,422
12,8,16,2,,,,,
9,8,18,2,2541,,2828,,1062
1,8,20,2,,,,,
21,8,22,2,1996,,,,
18,8,24,2,383,364,,,
33,8,26,2,,,615,,
19,8,28,2,1875,1277,401,,395
36,8,30,2,,,,,
5,8,32,2,,,,,
7,9,1,1,1883,2641,,,243
27,9,3,1,,,,,
23,9,5,1,,,,,495
2,9,7,1,,,,,
36,9,9,1,951,1373,,,150
18,9,11,1,,,,,
41,9,13,1,1023,,,,274
38,9,15,1,,,,,
32,9,17,1,,,,,
10,9,19,1,,,,,507
6,9,21,1,,,,253,
35,9,23,1,918,,,,133
19,9,25,1,229,,,621,466
34,9,27,1,,,,,
31,9,29,1,,,,,
5,9,31,1,349,,,96,341
39,9,2,2,250,88,,,
13,9,4,2,,,,,
15,9,6,2,825,,,458,
29,9,8,2,,,,,
21,9,10,2,,,,,
11,9,12,2,1773,,,206,
42,9,14,2,,347,,114,176
33,9,16,2,,,,,
4,9,18,2,1007,,,501,
25,9,20,2,,,,,
9,9,22,2,,,,,
26,9,24,2,,,,,
43,9,26,2,1098,154,,,269
12,9,28,2,1033,,,92,1157
1,9,30,2,,,,,239
17,9,32,2,,,,,
19,10,1,1,,,,,
14,10,3,1,,,483,,
8,10,5,1,,,,,
36,10,7,1,,,,,
41,10,9,1,,,,,
13,10,11,1,1380,534,,763,967
34,10,13,1,,,,,
39,10,15,1,,,,,
40,10,17,1,,,,,1732
6,10,19,1,570,,,,
28,10,21,1,,335,391,,
22,10,23,1,269,1095,,,
23,10,25,1,,,,,
32,10,27,1,,,,,
1,10,29,1,,,,,
2,10,31,1,942,2159,,,
24,10,2,2,,,,,
17,10,4,2,889,1468,,,
29,10,6,2,,,192,,
26,10,8,2,,,,,
3,10,10,2,1648,,,,
21,10,12,2,,,,,
7,10,14,2,1231,601,1771,1047,687
35,10,16,2,,,,,
16,10,18,2,,,,,
5,10,20,2,1507,,,,
11,10,22,2,,,,,
12,10,24,2,,,,,319
33,10,26,2,219,995,,,
38,10,28,2,,,,,
31,10,30,2,,,,,
10,10,32,2,,,,,
3,11,1,1,404,253,,129,157
36,11,3,1,589,,,113,
27,11,5,1,372,,526,,81
7,11,7,1,369,304,,,
16,11,9,1,93,438,,,
13,11,11,1,583,,,168,
31,11,13,1,418,,115,,589
21,11,15,1,,109,,,
9,11,17,1,503,646,,,178
10,11,19,1,,,,,
19,11,21,1,,,545,149,
34,11,23,1,521,96,331,,
23,11,25,1,387,584,169,,
30,11,27,1,,,,,441
24,11,29,1,1563,,,,
33,11,31,1,501,505,347,161,
11,11,2,2,463,777,801,372,
38,11,4,2,123,,,,506
40,11,6,2,,,451,,179
1,11,8,2,91,343,,,159
25,11,10,2,,459,406,257,
15,11,12,2,328,158,,,193
32,11,14,2,461,,850,,
20,11,16,2,,223,952,1048,
5,11,18,2,124,,1179,,
42,11,20,2,427,138,,,
6,11,22,2,,299,,,121
14,11,24,2,497,436,,,
35,11,26,2,,,238,,215
29,11,28,2,631,151,585,417,
18,11,30,2,1053,302,,319,
22,11,32,2,,909,619,,
1,12,1,1,1438,381,,,961
34,12,3,1,,,,,
20,12,5,1,613,648,,,
11,12,7,1,360,,253,158,
16,12,9,1,137,,,,
42,12,11,1,,,,,
10,12,13,1,602,245,,871,1332
18,12,15,1,352,,,,346
32,12,17,1,126,133,,283,
41,12,19,1,,,,,
37,12,21,1,,,,,
36,12,23,1,,,305,,
9,12,25,1,767,,,,313
19,12,27,1,,1128,,,646
4,12,29,1,1146,860,447,1370,
33,12,31,1,,294,965,,
30,12,2,2,493,,,,
23,12,4,2,,220,,,
38,12,6,2,142,,,363,170
25,12,8,2,1223,,,,
7,12,10,2,332,,285,,
6,12,12,2,,,,,449
27,12,14,2,208,496,406,,365
22,12,16,2,,977,,,
28,12,18,2,,286,,,
15,12,20,2,797,,,,
3,12,22,2,912,925,,,
14,12,24,2,,,,,312
13,12,26,2,1202,1218,,,541
5,12,28,2,731,863,,,
40,12,30,2,299,186,,,
29,12,32,2,494,634,,,
16,13,1,1,,,,,
39,13,3,1,388,513,141,241,595
3,13,5,1,779,938,,,
24,13,7,1,,,,,
13,13,9,1,,1020,,,
1,13,11,1,170,,,,
36,13,13,1,2642,,,188,914
19,13,15,1,,,237,,
12,13,17,1,1241,1895,148,,
23,13,19,1,1366,459,177,,198
33,13,21,1,,,217,,141
29,13,23,1,1985,,,,
42,13,25,1,,,,,
41,13,27,1,,,,,
31,13,29,1,,,,,
26,13,31,1,,,216,,
27,13,2,2,,2046,2906,2088,
34,13,4,2,,,,447,218
8,13,6,2,1142,,,,
5,13,8,2,,120,,,
37,13,10,2,,,,,
2,13,12,2,473,,,,
10,13,14,2,526,500,,902,
18,13,16,2,168,,173,,
30,13,18,2,,,,,142
43,13,20,2,,,,,
20,13,22,2,,,,,419
32,13,24,2,183,,,108,
15,13,26,2,,,,,
21,13,28,2,,,,,
22,13,30,2,,196,85,,
11,13,32,2,,92,,,
26,14,1,1,1441,1266,766,270,243
33,14,3,1,939,,191,,
5,14,5,1,1976,1440,543,,
31,14,7,1,1023,,,,
24,14,9,1,997,1108,,,196
38,14,11,1,,285,742,,139
9,14,13,1,380,,,,265
22,14,15,1,93,,,,
4,14,17,1,207,158,,,
18,14,19,1,1828,185,317,166,
3,14,21,1,114,,,,
35,14,23,1,1743,149,,,
10,14,25,1,1402,196,,,
37,14,27,1,988,241,379,,
13,14,29,1,1479,639,,,
14,14,31,1,5588,2627,2809,1653,184
39,14,2,2,644,209,461,,
7,14,4,2,1573,1353,,,
28,14,6,2,,168,,,
11,14,8,2,4633,3647,2770,2115,3413
19,14,10,2,2195,715,927,1853,140
41,14,12,2,977,269,230,,
21,14,14,2,181,230,321,147,
2,14,16,2,1206,,,,169
23,14,18,2,1490,97,,,
42,14,20,2,1203,,,,122
17,14,22,2,964,,165,502,
16,14,24,2,1009,295,,,
30,14,26,2,815,1042,,,
1,14,28,2,,645,,167,521
36,14,30,2,,,,,501
15,14,32,2,1992,1993,1259,233,
16,15,1,1,,456,677,,254
36,15,3,1,,225,234,,
28,15,5,1,912,899,,,
18,15,7,1,986,110,432,534,153
1,15,9,1,330,447,183,483,
22,15,11,1,,,,,
31,15,13,1,278,,219,,438
11,15,15,1,,790,,,
20,15,17,1,,,,121,1393
6,15,19,1,1220,,,,
39,15,21,1,,,180,,
42,15,23,1,1645,101,,,155
32,15,25,1,,,,,
38,15,27,1,,425,,412,558
34,15,29,1,,1242,,,
23,15,31,1,,928,,,
3,15,2,2,964,1123,1074,,
7,15,4,2,1393,,,,
12,15,6,2,,246,,,
24,15,8,2,130,168,,,
9,15,10,2,473,1227,582,,
30,15,12,2,949,,,412,192
40,15,14,2,194,,249,,590
27,15,16,2,,,520,,337
26,15,18,2,,,,,
33,15,20,2,,641,,,
41,15,22,2,,160,,,584
35,15,24,2,,,,,
21,15,26,2,,183,754,694,
5,15,28,2,396,1184,367,,
14,15,30,2,,426,,,
15,15,32,2,823,2047,641,522,
40,16,1,1,,,,,
25,16,3,1,,,,,
23,16,5,1,,,,,
1,16,7,1,,,,,
37,16,9,1,,,,,
42,16,11,1,,,,,
19,16,13,1,,,,,
27,16,15,1,,,,,
4,16,17,1,,,,,
18,16,19,1,,,,,
9,16,21,1,,,,,
13,16,23,1,,,,,
8,16,25,1,959,503,,,114
5,16,27,1,,,,131,
11,16,29,1,,,,,
39,16,31,1,,,,,
14,16,2,2,,,623,,
28,16,4,2,,676,,,
6,16,6,2,,,,,
33,16,8,2,,,,,
35,16,10,2,,367,,,
17,16,12,2,,,,875,
31,16,14,2,,,,,
10,16,16,2,,,,,
22,16,18,2,,,778,,
30,16,20,2,,,,,
32,16,22,2,,337,,,
3,16,24,2,,,,,173
21,16,26,2,417,,,,
12,16,28,2,,,,,
20,16,30,2,,,,,
16,16,32,2,,,,,
41,17,1,1,,,,,334
23,17,3,1,1232,124,,,
1,17,5,1,,,,,
30,17,7,1,237,,,,940
38,17,9,1,,,,,
8,17,11,1,,,89,,
17,17,13,1,,193,,,568
34,17,15,1,324,133,,295,637
11,17,17,1,,,,,
6,17,19,1,,,,,
18,17,21,1,,180,187,,
19,17,23,1,,,,,
32,17,25,1,,,,129,
4,17,27,1,,,,324,
9,17,29,1,,,,,
10,17,31,1,,248,,,
12,17,2,2,,,84,,
15,17,4,2,,750,202,,
21,17,6,2,270,802,,,
36,17,8,2,317,,,146,183
27,17,10,2,,276,,154,
26,17,12,2,,489,,476,354
7,17,14,2,,,,,420
3,17,16,2,167,106,,203,
35,17,18,2,,516,,,
14,17,20,2,,,,,
20,17,22,2,185,117,,,
29,17,24,2,,426,,,
40,17,26,2,129,,,,
33,17,28,2,118,183,,,
5,17,30,2,,,,,91
25,17,32,2,290,,,,
19,18,1,1,690,1027,670,663,
6,18,3,1,,,,,
4,18,5,1,,,,,
25,18,9,1,907,,,,
2,18,13,1,,,,,315
10,18,17,1,100,,,,
24,18,19,1,121,,,,
3,18,21,1,565,,,,
27,18,29,1,,161,,,
21,18,31,1,,289,,,
22,18,4,2,,180,,,
16,18,6,2,,,,,
13,18,8,2,176,,,584,
8,18,10,2,406,,,,
1,18,16,2,792,691,,,
11,18,20,2,1027,447,,,
12,18,22,2,,,,,
18,18,28,2,,,,,
28,18,30,2,1204,124,,,
15,18,32,2,,,,,
42,19,1,1,,,,,
36,19,3,1,1008,,,,
32,19,5,1,,196,225,,
15,19,7,1,267,297,,,340
12,19,9,1,,,,,
26,19,11,1,,,,,
38,19,13,1,,,,,
8,19,15,1,,,,556,
1,19,17,1,,,,,
34,19,19,1,,,,,
31,19,21,1,,,,,
4,19,23,1,,,195,,
39,19,25,1,,,,,
29,19,27,1,772,,,,
28,19,29,1,,,,,
24,19,31,1,,,,,
2,19,2,2,732,,,,
19,19,4,2,217,,,,166
21,19,6,2,,230,765,202,
40,19,8,2,,,,,576
10,19,10,2,,,,,470
30,19,12,2,,,,,
14,19,14,2,,,354,,
7,19,16,2,,,,,
27,19,18,2,,,,,
17,19,20,2,565,,,,169
5,19,22,2,,,,,
18,19,24,2,,,,,
23,19,26,2,,,,,
25,19,28,2,1021,,,,
35,19,30,2,,,,,605
6,19,32,2,,,,,
1,20,1,1,2722,,152,,
41,20,3,1,,,,1831,322
32,20,5,1,1012,,254,320,340
12,20,7,1,,,,706,354
24,20,9,1,679,,2364,,675
5,20,11,1,852,,151,,1863
6,20,13,1,111,1314,,542,265
35,20,15,1,,635,2513,2810,
17,20,17,1,,,,,2616
14,20,19,1,,,911,,
22,20,21,1,,,237,,
19,20,23,1,1290,1739,2193,,
10,20,25,1,,,780,,
21,20,27,1,489,,190,,
11,20,29,1,,,,213,
44,20,31,1,,819,560,165,
28,20,2,2,,,,524,
3,20,4,2,821,2201,566,,
38,20,6,2,1386,373,,,
30,20,8,2,,121,,2182,574
7,20,10,2,659,2180,215,704,450
27,20,12,2,747,1060,730,1026,384
15,20,14,2,1190,813,957,522,
43,20,16,2,,,,3530,
16,20,18,2,645,1800,1744,762,
23,20,20,2,,,270,,
26,20,22,2,,178,,,
36,20,24,2,315,,1058,3052,
37,20,26,2,888,294,174,320,
34,20,28,2,,184,,,318
40,20,30,2,2472,1309,1903,543,
9,20,32,2,1720,326,800,,730
