seq,subj,item,cond,R1,R2,R3,R4,R5
3,7,12,1,,,,,
10,7,14,1,,,,,
21,7,16,1,,,,,
18,7,18,1,599,,,,165
7,7,20,1,,1825,,,
17,7,22,1,568,,,,
11,7,24,1,,,,,
42,7,26,1,,,,,
34,7,28,1,,,,,
37,7,30,1,590,,,,
22,7,32,1,,,,,
40,8,2,1,615,447,,,
30,8,4,1,,185,309,,
34,8,6,1,175,,,,
20,8,8,1,587,284,,,
7,8,10,1,,,,,
25,8,12,1,,,,,
3,8,14,1,,,,,
4,8,16,1,,,,,
2,8,18,1,1180,454,126,,
36,8,20,1,159,103,,,
43,8,22,1,,,,,
16,8,24,1,,,,,
1,8,26,1,104,,,,
33,8,28,1,195,,156,,
28,8,30,1,919,,,,
9,8,32,1,89,,,,
13,9,2,1,,,,,413
1,9,4,1,1479,,2228,,
7,9,6,1,258,,,,
34,9,8,1,1291,142,,696,
3,9,10,1,381,678,433,150,
24,9,12,1,1386,2662,,,
37,9,14,1,,,,,
28,9,16,1,,,,,
5,9,18,1,1468,,1798,831,
25,9,20,1,1310,1212,,,153
15,9,22,1,,101,,,
23,9,24,1,,345,324,2179,1221
19,9,26,1,936,470,,,
20,9,28,1,816,740,,,382
18,9,30,1,824,,,,
22,9,32,1,,,,,
38,10,2,1,1121,2003,,,129
33,10,4,1,704,,,,
13,10,6,1,1177,,,,
16,10,8,1,856,169,,684,
35,10,10,1,,155,,,
11,10,12,1,929,2323,,,
9,10,14,1,519,664,,1155,
12,10,16,1,1006,,,,
6,10,18,1,,131,,,
28,10,20,1,,,,,
22,10,22,1,,,,,
5,10,24,1,,,,,
20,10,26,1,474,253,,,
26,10,28,1,1379,1216,181,,
21,10,30,1,,,290,,
40,10,32,1,,,,,
21,11,2,1,,479,125,271,326
15,11,4,1,,194,,1017,
34,11,6,1,207,134,,,
18,11,8,1,171,,,,
25,11,10,1,1540,,,,
14,11,12,1,,,355,,364
31,11,14,1,1430,,,,
40,11,16,1,156,,,,
10,11,18,1,696,,,,
1,11,20,1,502,,,,
37,11,22,1,420,,359,,
41,11,24,1,251,,208,,
36,11,26,1,733,,490,,
29,11,28,1,,,227,,
39,11,30,1,,142,,,
6,11,32,1,112,1025,176,,
11,12,2,1,1595,,701,,
19,12,4,1,,,,,265
41,12,6,1,803,292,703,,
30,12,8,1,579,2894,,804,721
34,12,10,1,771,808,,532,651
6,12,12,1,738,1217,537,,
32,12,14,1,1086,399,154,,456
25,12,16,1,760,1767,1942,784,437
4,12,18,1,10145,890,859,740,834
43,12,20,1,1634,226,,789,476
16,12,22,1,408,209,156,,
26,12,24,1,,,,,581
18,12,26,1,625,709,456,377,341
15,12,28,1,576,625,,408,139
17,12,30,1,872,377,,436,
21,12,32,1,1099,715,,1051,689
36,13,2,1,,,,,137
4,13,4,1,376,,,,
8,13,6,1,,,,318,
31,13,8,1,670,,,,
19,13,10,1,,,,,
41,13,12,1,469,177,697,,
6,13,14,1,316,184,,,447
7,13,16,1,4347,,,,
40,13,18,1,,,,,429
42,13,20,1,,,1225,,
30,13,22,1,149,761,,,
14,13,24,1,94,,,,138
27,13,26,1,239,,108,,
24,13,28,1,309,,,,
25,13,30,1,86,,,,
26,13,32,1,98,,,,408
35,14,2,1,1216,1945,805,121,
32,14,4,1,785,1539,,,109
23,14,6,1,,,,,
28,14,8,1,,,,,
25,14,10,1,,,197,196,230
16,14,12,1,867,490,,,
19,14,14,1,806,850,1544,1422,
9,14,16,1,1080,1069,,,
31,14,18,1,,,258,,
34,14,20,1,1197,735,,,
21,14,22,1,607,1130,1042,1082,307
3,14,24,1,531,,,,
4,14,26,1,1063,201,,,
8,14,28,1,957,,,92,
14,14,30,1,,,,,
15,14,32,1,1101,,,758,497
23,15,2,1,1052,1842,145,,
42,15,4,1,1823,,441,,
21,15,6,1,,,,,
31,15,8,1,825,,,418,
39,15,10,1,,730,406,,
3,15,12,1,2168,4820,770,,
41,15,14,1,,,1575,,
19,15,16,1,1592,2497,2062,,
34,15,18,1,422,,,,
12,15,20,1,2304,,,,
15,15,22,1,157,2070,282,,
20,15,24,1,6401,2465,497,,
16,15,26,1,897,,,,
18,15,28,1,2506,,2982,2112,
28,15,30,1,5115,,,,
27,15,32,1,4135,12053,,,
12,16,2,1,332,,,,
35,16,4,1,,,,,
28,16,6,1,,,,,
5,16,8,1,,,,,
30,16,10,1,,,,,
11,16,12,1,,,,,
10,16,14,1,,,,,
37,16,16,1,,,,,
2,16,18,1,,,758,,
4,16,20,1,,,,,
9,16,22,1,,,,,
34,16,24,1,,,,,
40,16,26,1,,,,,
20,16,28,1,3965,1873,2584,,
1,16,30,1,,,,,
25,16,32,1,,,,,
15,17,2,1,2479,,,,314
36,17,4,1,565,,,,136
28,17,6,1,,,181,,
13,17,8,1,86,,,,
34,17,10,1,1371,284,,,
27,17,12,1,529,188,,,321
10,17,14,1,,,,,301
6,17,16,1,,,,,369
24,17,18,1,1162,,,325,
42,17,20,1,1908,,,,
22,17,22,1,,,,,
39,17,24,1,,,652,,
30,17,26,1,,,,,
26,17,28,1,673,609,236,,294
12,17,30,1,,,88,,
23,17,32,1,,,,650,
9,18,7,1,,,,,
4,18,11,1,,125,,,355
5,18,15,1,857,,,,
1,18,23,1,,136,1506,,
6,18,25,1,,,,,
13,18,27,1,83,,,188,
23,19,2,1,816,1344,340,,
42,19,4,1,1076,,,,
40,19,6,1,,,,,
18,19,8,1,,,227,181,
37,19,10,1,315,,,,224
12,19,12,1,262,161,,,
8,19,14,1,,,,,272
6,19,16,1,,,,,145
33,19,18,1,729,,,,
31,19,20,1,,200,,,
9,19,22,1,,,,,
4,19,24,1,,,,,204
22,19,26,1,398,731,,,140
5,19,28,1,,,,,
13,19,30,1,,,,,
11,19,32,1,,,,,1551
28,20,2,1,3430,1168,,,
41,20,4,1,1544,1495,,,
11,20,6,1,816,458,,,
6,20,8,1,352,,,,
15,20,10,1,,,198,,397
25,20,12,1,,,,352,325
1,20,14,1,1065,,,,
37,20,16,1,114,178,,,
14,20,18,1,420,651,,,
32,20,20,1,426,216,,,
23,20,22,1,,252,,,
24,20,24,1,279,,,,237
3,20,26,1,752,1083,162,,
36,20,28,1,2230,1434,1291,758,950
8,20,30,1,1432,,,,
31,20,32,1,,,,,112
27,1,1,2,1257,1149,1004,847,576
7,1,3,2,,,837,1287,665
1,1,5,2,215,,346,184,
9,1,7,2,1488,,,,228
18,1,9,2,1154,1439,903,3957,759
32,1,11,2,,521,,,
20,1,13,2,1112,1899,,,
25,1,15,2,668,590,,,
34,1,17,2,161,230,,,
5,1,19,2,324,998,864,,
26,1,21,2,,237,147,493,
38,1,23,2,389,,83,911,
22,1,25,2,,,,,
3,1,27,2,186,370,1797,1355,617
33,1,29,2,1993,,350,412,
17,1,31,2,2663,2398,,1260,192
7,2,1,2,,120,,,
38,2,3,2,,,,,150
35,2,5,2,,,,,
20,2,7,2,,,,,
29,2,9,2,180,835,1206,412,
27,2,11,2,395,391,,,503
14,2,13,2,,,,291,407
12,2,15,2,,,,,
16,2,17,2,,,,304,385
17,2,19,2,,,480,,
18,2,21,2,351,,,,
37,2,23,2,,,,,
23,2,25,2,,,,,
15,2,27,2,,,,,
1,2,29,2,304,172,,,
31,2,31,2,,,,,
5,3,1,2,277,220,,,
22,3,3,2,,,,262,
40,3,5,2,,,,,
13,3,7,2,384,,,,
3,3,9,2,790,876,,,
1,3,11,2,,,,,217
24,3,13,2,962,,,,
11,3,15,2,,,,,
34,3,17,2,,,,171,
25,3,19,2,409,,849,661,411
2,3,21,2,,135,,,
15,3,23,2,395,,,,
35,3,25,2,971,,,,
28,3,27,2,535,542,,,
9,3,29,2,329,,481,720,114
31,3,31,2,,,,906,474
33,4,1,2,,,,,
22,4,3,2,,,,,
2,4,5,2,,,266,,
13,4,7,2,,,,,
17,4,9,2,,,,,327
25,4,11,2,165,,,,
40,4,13,2,,,,,
21,4,15,2,,,,,173
31,4,17,2,1935,,,,
16,4,19,2,569,,,,
4,4,21,2,,,,,
35,4,23,2,,,,,
9,4,25,2,,,,,
42,4,27,2,,,,,
26,4,29,2,,,,,89
32,4,31,2,,,280,,
35,5,1,2,1188,,,,174
4,5,3,2,,,,,
37,5,5,2,,,,,
22,5,7,2,,,,,
39,5,9,2,,,,,
31,5,11,2,,520,233,,
16,5,13,2,,129,,,
42,5,15,2,289,137,,,
15,5,17,2,440,,,,
20,5,19,2,,,,,
2,5,21,2,,,,,
14,5,23,2,,91,,524,
17,5,25,2,398,166,,,
3,5,27,2,,172,,,
41,5,29,2,,,,,
1,5,31,2,,,,,
32,6,1,2,,,,,
18,6,3,2,,360,,,
27,6,5,2,,,,,
41,6,7,2,,176,,,
7,6,9,2,,775,307,602,
21,6,11,2,780,,,,
26,6,13,2,1944,932,,,
3,6,15,2,,197,,,
15,6,17,2,,,,,498
35,6,19,2,463,1553,,,
17,6,21,2,,,,,
30,6,23,2,,,,,
4,6,25,2,188,,402,170,
34,6,27,2,,,,,
2,6,29,2,422,538,187,,154
1,6,31,2,,,,1748,162
28,7,1,2,,,,,
23,7,3,2,,,,,
31,7,5,2,,,,,
19,7,7,2,,,,,
14,7,9,2,719,521,,,
30,7,11,2,,,,,
25,7,13,2,,,,,
16,7,15,2,710,221,146,,
40,7,17,2,459,,,,
38,7,19,2,,,,,
27,7,21,2,,,,,
41,7,23,2,,,,,
26,7,25,2,,,,,
4,7,27,2,,,,,
43,7,29,2,821,,,,
39,7,31,2,,,,,
11,8,1,2,375,83,,,
26,8,3,2,,190,,,
22,8,5,2,311,825,,,
17,8,7,2,,,,,
13,8,9,2,,,998,,
15,8,11,2,,,,,
37,8,13,2,297,113,,,
19,8,15,2,194,,,,
24,8,17,2,476,685,,,
38,8,19,2,,,,,
42,8,21,2,,,,,
6,8,23,2,,,,,
5,8,25,2,324,,,,
10,8,27,2,,,623,,
32,8,29,2,479,243,,,
39,8,31,2,130,183,,,
38,9,1,2,,390,,303,
16,9,3,2,,201,547,,
42,9,5,2,,,534,,
11,9,7,2,218,,,,
32,9,9,2,999,1449,530,,
27,9,11,2,,,,,147
6,9,13,2,,,,,
31,9,15,2,,,,,
40,9,17,2,924,,,,
21,9,19,2,715,165,,403,
10,9,21,2,,167,,854,
29,9,23,2,,,,,895
26,9,25,2,1906,1546,,,
41,9,27,2,1491,,93,,
36,9,29,2,1275,,,,
9,9,31,2,1562,,672,89,
1,10,1,2,455,,,,
24,10,3,2,,,,,
29,10,5,2,,,1208,652,274
31,10,7,2,663,,545,285,402
7,10,9,2,751,330,148,,
4,10,11,2,,,,,
23,10,13,2,1970,1043,,,
42,10,15,2,,,,,
19,10,17,2,642,,,,
27,10,19,2,,,,,
10,10,21,2,,,,1143,
18,10,23,2,803,,,,
37,10,25,2,841,,,,
41,10,27,2,,,,,
3,10,29,2,,390,,,
15,10,31,2,488,,,,
4,11,1,2,698,,,,
2,11,3,2,301,,,,
8,11,5,2,,632,,,
23,11,7,2,549,,,712,255
27,11,9,2,844,276,199,,
32,11,11,2,277,,,,
42,11,13,2,314,,,,
33,11,15,2,206,,,,
11,11,17,2,476,241,,,
38,11,19,2,,,,,698
12,11,21,2,,206,,255,
7,11,23,2,,668,,138,
30,11,25,2,753,,,,
20,11,27,2,1020,655,,,
13,11,29,2,,346,,,191
17,11,31,2,573,1662,1631,,
37,12,1,2,1772,712,,867,
7,12,3,2,,,690,254,
2,12,5,2,1261,1046,922,968,748
13,12,7,2,1033,1043,740,152,480
39,12,9,2,1244,856,1771,,
5,12,11,2,848,676,,,
1,12,13,2,187,524,,,
27,12,15,2,705,677,735,459,491
9,12,17,2,958,818,425,247,
24,12,19,2,495,598,890,353,
10,12,21,2,,,,888,
22,12,23,2,737,943,1028,1008,439
36,12,25,2,4057,515,335,592,
29,12,27,2,476,,,1271,582
23,12,29,2,754,,,,
33,12,31,2,,,,696,432
12,13,1,2,138,,,,
15,13,3,2,,174,,,
17,13,5,2,770,,,,
21,13,7,2,106,,,,534
34,13,9,2,,,273,,
2,13,11,2,659,227,258,,401
23,13,13,2,,,,144,
38,13,15,2,112,,,421,406
10,13,17,2,577,,,,
29,13,19,2,1182,773,231,,169
1,13,21,2,382,,,,
28,13,23,2,621,195,,,
3,13,25,2,117,,360,,
39,13,27,2,,,,,
11,13,29,2,393,,351,,475
33,13,31,2,,,,1022,
41,14,1,2,1080,1428,716,974,886
12,14,3,2,1202,692,1423,,
39,14,5,2,1185,269,152,102,
17,14,7,2,1216,992,1194,486,156
10,14,9,2,758,967,879,1205,
37,14,11,2,,,,,
30,14,13,2,1277,497,1142,138,
27,14,15,2,,,,,
22,14,17,2,1235,,,,
5,14,19,2,,,,,
7,14,21,2,,,,,
1,14,23,2,,,,,
38,14,25,2,1176,936,1171,383,
2,14,27,2,969,,,,
6,14,29,2,1061,,,170,
20,14,31,2,705,1488,,,
13,15,1,2,,1155,,,
9,15,3,2,5029,4470,1611,2865,2302
35,15,5,2,7050,2513,395,,
4,15,7,2,6692,1551,2178,,
1,15,9,2,2647,877,,1341,1357
25,15,11,2,2425,637,,,
17,15,13,2,3386,1010,,,
29,15,15,2,3260,940,1191,,
38,15,17,2,935,,,,
33,15,19,2,,445,,,
8,15,21,2,2152,2437,194,,
37,15,23,2,2057,1132,,,
7,15,25,2,628,,,,
11,15,27,2,1275,1280,2528,1008,
6,15,29,2,3309,1467,260,130,
30,15,31,2,2182,,,,
38,16,1,2,,,,,
32,16,3,2,,,,,248
15,16,5,2,1351,1020,,900,
23,16,7,2,,,,,
26,16,9,2,,,,,
41,16,11,2,1834,790,,,
42,16,13,2,781,,,,803
19,16,15,2,,431,,,
14,16,17,2,2418,3099,,,
7,16,19,2,1370,,,,
8,16,21,2,,,,,
17,16,23,2,,,,,
3,16,25,2,,,,,
22,16,27,2,,,,,
21,16,29,2,,2053,,,
18,16,31,2,1409,1204,1131,455,292
20,17,1,2,675,119,,,
8,17,3,2,,284,,,
3,17,5,2,305,,,,261
18,17,7,2,311,,159,285,462
31,17,9,2,345,,249,,
38,17,11,2,,629,,245,1110
43,17,13,2,,,,,
17,17,15,2,,99,,,196
25,17,17,2,649,111,,,
1,17,19,2,125,,,,587
33,17,21,2,208,83,,261,
7,17,23,2,,,183,,
41,17,25,2,,,,,
2,17,27,2,,269,,,
11,17,29,2,,94,,,
40,17,31,2,,,,,
7,18,2,2,,,,662,454
3,18,12,2,,146,,,149
2,18,14,2,,1951,1545,2026,1275
11,18,18,2,,,,,648
12,18,24,2,,348,,,395
14,18,26,2,,,329,,
14,19,1,2,401,,,,
16,19,3,2,2021,644,,,
25,19,5,2,1180,271,210,492,1064
35,19,7,2,,,,,
29,19,9,2,464,626,1059,,
2,19,11,2,688,,,,
32,19,13,2,2105,1024,561,852,495
27,19,15,2,,307,380,668,1028
28,19,17,2,721,,318,,
34,19,19,2,937,960,1810,1084,1519
21,19,21,2,,,,,
39,19,23,2,,,,,853
7,19,25,2,594,,327,442,
20,19,27,2,739,1110,,,
3,19,29,2,,,,,
10,19,31,2,,,255,,
4,20,1,2,1025,1130,656,760,1592
20,20,3,2,,,,,223
38,20,5,2,582,610,627,380,369
34,20,7,2,1009,175,,,
17,20,9,2,,1170,882,,
40,20,11,2,283,676,,,
13,20,13,2,1069,1077,488,,
30,20,15,2,326,,337,,
10,20,17,2,773,748,576,826,770
2,20,19,2,869,1113,1224,,
27,20,21,2,,,,,
19,20,23,2,753,637,979,575,154
33,20,25,2,1128,1495,872,,
9,20,27,2,658,528,856,1320,377
26,20,29,2,227,224,322,344,
22,20,31,2,1822,1318,949,382,606
