seq,subj,item,cond,R1,R2,R3,R4,R5,R6,R7
59,13,25,2,1576,1635,1107,2189,864,5224,
6,13,27,2,2282,1465,1862,1499,140,4405,
12,13,29,2,2049,4286,3367,1281,1766,1943,
36,13,31,2,2719,1512,3208,2332,995,3366,
39,14,2,1,881,9745,8525,5293,2760,4116,
66,14,4,1,1334,7630,1668,6045,893,4483,
37,14,6,1,2136,2885,2703,1781,2021,1827,
50,14,8,1,5314,6129,2163,3569,3049,1058,
60,14,10,1,1871,6267,4373,3544,614,1467,2170
7,14,12,1,3004,7427,6010,3492,2215,4996,
63,14,14,1,6975,2321,1770,5064,1440,,4999
35,14,16,1,3367,2807,7787,8022,1052,4791,
53,14,18,1,1179,8283,8309,,7296,1464,
23,14,20,1,7188,6123,6390,1394,,3675,
29,14,22,1,2123,2679,5152,4573,2369,,
36,14,24,1,514,2399,15317,1633,832,5166,
30,14,26,1,3134,3961,3950,3334,770,2396,
34,14,28,1,5457,8134,3166,6644,186,11364,
46,14,30,1,5044,3020,8171,5319,2384,7253,
45,14,32,1,1115,1453,14554,11405,1297,1002,
26,14,1,2,4658,2863,4655,4258,,4647,
16,14,3,2,5358,5161,11500,3794,,18087,
54,14,5,2,730,10047,4437,4246,2168,2583,
11,14,7,2,4907,2333,11292,9253,4290,3000,
5,14,9,2,3588,3578,4331,5326,848,10278,
44,14,11,2,1301,6484,718,14577,581,151,
33,14,13,2,2117,6555,9171,3058,1451,1809,2107
48,14,15,2,588,7180,3094,3484,1770,269,
59,14,17,2,3881,9147,5206,2638,740,5298,
51,14,19,2,620,10035,3559,1546,1416,3767,
15,14,21,2,3972,,11989,3644,1766,1555,
55,14,23,2,6597,2510,,8856,2037,207,5037
14,14,25,2,3094,6307,1898,2035,1174,1754,
18,14,27,2,2203,3414,4633,1550,1704,9883,
13,14,29,2,5425,5681,4966,2496,2855,5486,
49,14,31,2,,4826,4014,3777,2797,,2834
22,15,2,1,2299,2861,1850,1434,,3996,
59,15,4,1,2438,2724,2142,1305,1197,1334,
52,15,6,1,1738,1812,2351,2311,1349,1852,
13,15,8,1,1447,2195,2204,1020,1546,2286,
54,15,10,1,1420,1255,1267,1426,1258,1363,
21,15,12,1,1180,2117,4693,1535,,3101,
20,15,14,1,1333,1089,1349,1174,1035,984,
62,15,16,1,1172,3039,2118,1209,883,1569,
8,15,18,1,2060,2133,2160,4858,1220,2425,
11,15,20,1,2171,1643,1532,1272,1635,3393,
19,15,22,1,1418,1735,1624,1582,1251,1828,
58,15,24,1,1121,806,2314,1369,,3746,
65,15,26,1,2269,1508,2483,1097,1135,1099,
39,15,28,1,3006,2629,473,9187,,4106,
5,15,30,1,3281,3416,2295,2170,1419,3411,
49,15,32,1,1491,2091,2974,2856,1017,947,
63,15,1,2,2304,2383,1109,1272,1255,2375,
56,15,3,2,1852,1340,2542,1815,,6072,
25,15,5,2,4957,2265,4278,950,1618,2905,
