seq,subj,item,cond,R1,R2,R3,R4,R5,R6,R7
15,14,21,2,1,1,1,0,0,0,
55,14,23,2,1,1,1,1,0,1,0
14,14,25,2,1,0,0,0,0,0,
18,14,27,2,1,1,0,1,0,0,
13,14,29,2,1,0,0,1,0,0,
49,14,31,2,1,0,0,1,0,1,0
22,15,2,1,1,0,0,0,1,0,
59,15,4,1,0,0,0,1,0,0,
52,15,6,1,0,0,0,0,0,0,
13,15,8,1,0,0,0,0,0,0,
54,15,10,1,0,0,0,1,0,0,
21,15,12,1,0,0,0,0,1,0,
20,15,14,1,0,0,0,0,0,0,
62,15,16,1,1,0,0,0,0,0,
8,15,18,1,0,0,1,0,0,0,
11,15,20,1,0,0,0,0,0,0,
19,15,22,1,0,0,0,0,0,0,
58,15,24,1,1,1,0,0,1,0,
65,15,26,1,0,0,0,0,0,0,
39,15,28,1,1,1,1,0,1,0,
5,15,30,1,0,0,0,0,0,0,
49,15,32,1,0,1,0,0,0,0,0
63,15,1,2,0,0,0,0,0,0,
56,15,3,2,0,0,0,0,1,0,
25,15,5,2,1,1,0,1,0,0,
47,15,7,2,0,0,0,0,0,0,
50,15,9,2,0,0,0,0,1,0,
66,15,11,2,1,1,0,0,1,0,
67,15,13,2,1,1,0,0,1,0,
36,15,15,2,0,1,0,1,0,0,
24,15,17,2,1,1,0,0,0,0,
15,15,19,2,1,0,0,0,0,0,
17,15,21,2,0,0,0,0,1,0,
33,15,23,2,0,0,0,0,0,0,
10,15,25,2,0,0,0,0,0,0,
45,15,27,2,0,0,0,0,1,0,
40,15,29,2,0,1,0,0,0,0,
34,15,31,2,1,1,0,1,0,0,
21,16,2,1,1,0,1,0,1,1,0
55,16,4,1,1,1,1,0,1,0,
46,16,6,1,0,0,1,0,1,1,
20,16,8,1,0,1,0,0,0,1,
54,16,10,1,1,1,1,0,1,0,
45,16,12,1,1,1,1,0,1,1,0
15,16,14,1,0,1,1,0,0,0,0
12,16,16,1,0,0,0,1,1,1,0
40,16,18,1,1,1,1,1,0,0,
63,16,20,1,1,1,0,0,1,0,
37,16,22,1,0,1,0,1,0,0,
59,16,24,1,1,1,1,0,1,0,
47,16,26,1,1,0,0,0,0,0,
43,16,28,1,1,1,0,1,1,0,
18,16,30,1,0,1,1,1,1,0,
39,16,32,1,1,0,0,1,1,1,0
35,16,1,2,1,1,0,0,1,1,0
14,16,3,2,0,0,1,0,1,0,
10,16,5,2,1,0,0,0,0,0,
29,16,7,2,1,0,0,1,1,0,
50,16,9,2,1,1,1,1,1,0,
57,16,11,2,1,1,1,1,1,1,
66,16,13,2,0,1,1,0,1,0,
25,16,15,2,,1,1,0,1,1,0
41,16,17,2,1,1,1,1,1,0,
7,16,19,2,1,0,0,0,1,0,
51,16,21,2,0,1,1,1,0,0,
13,16,23,2,0,0,1,0,1,1,0
61,16,25,2,0,0,0,0,1,0,
9,16,27,2,0,1,0,0,1,0,
17,16,29,2,0,1,1,1,0,1,0
60,16,31,2,0,1,0,0,0,0,
36,17,2,1,1,0,0,0,1,0,
63,17,4,1,1,1,0,0,1,0,
62,17,6,1,0,1,0,0,1,0,
25,17,8,1,0,0,1,1,1,0,
56,17,10,1,1,0,0,0,0,0,
18,17,12,1,1,1,0,1,1,0,
13,17,14,1,0,0,0,1,1,0,
11,17,16,1,0,0,0,0,1,0,
53,17,18,1,1,0,0,0,0,0,
45,17,20,1,0,1,0,0,1,0,
14,17,22,1,0,0,0,0,0,0,
7,17,24,1,0,1,0,1,1,0,
35,17,26,1,1,1,0,0,1,0,
8,17,28,1,0,0,0,1,1,0,
19,17,30,1,0,0,0,0,0,0,
16,17,32,1,0,0,0,0,1,0,
22,17,1,2,1,0,0,0,0,0,
23,17,3,2,1,0,0,1,1,0,
37,17,5,2,1,0,0,0,1,0,
55,17,7,2,0,1,0,0,0,0,
43,17,9,2,1,0,1,0,0,0,
5,17,11,2,0,0,1,1,1,0,
50,17,13,2,1,0,0,1,1,0,
39,17,15,2,0,0,1,1,1,0,
41,17,17,2,1,0,1,0,0,0,
54,17,19,2,1,0,1,1,0,0,
34,17,21,2,0,1,0,0,0,0,
60,17,23,2,0,0,0,0,1,0,
12,17,25,2,1,0,1,0,1,0,
32,17,27,2,1,1,1,0,0,0,
6,17,29,2,0,1,0,0,0,0,
15,17,31,2,0,0,1,0,0,0,
48,18,2,1,1,0,0,0,0,0,
66,18,4,1,1,1,0,0,0,0,
22,18,6,1,1,1,0,0,0,0,
15,18,8,1,1,0,0,0,0,0,
26,18,10,1,0,0,1,0,0,0,
41,18,12,1,0,0,0,1,1,0,
5,18,14,1,1,0,0,0,0,0,
59,18,16,1,1,1,0,0,0,0,
25,18,18,1,1,1,0,0,0,0,
52,18,20,1,1,0,0,0,0,0,
36,18,22,1,0,1,0,0,0,0,
37,18,24,1,1,0,0,0,1,0,
12,18,26,1,1,1,0,0,0,0,
57,18,28,1,1,1,0,0,0,0,
17,18,30,1,1,0,0,0,0,0,
51,18,32,1,0,0,0,0,1,0,
13,18,1,2,1,1,0,0,1,0,
33,18,3,2,0,0,0,0,1,0,
60,18,5,2,1,0,1,0,0,0,
55,18,7,2,1,1,0,0,0,0,
30,18,9,2,0,1,0,0,1,0,
63,18,11,2,1,1,0,0,1,0,
24,18,13,2,1,0,0,0,0,0,
50,18,15,2,1,0,0,0,0,0,
21,18,17,2,0,0,0,0,0,0,
10,18,19,2,1,1,0,0,0,0,
45,18,21,2,0,0,0,0,0,0,
32,18,23,2,1,0,0,0,0,0,
54,18,25,2,1,1,1,0,0,0,
18,18,27,2,1,0,1,1,1,0,
42,18,29,2,0,1,1,1,0,0,
35,18,31,2,1,0,0,0,1,0,
23,19,1,1,1,0,0,0,1,0,
36,19,3,1,0,1,1,0,1,0,
6,19,5,1,0,0,0,0,0,0,
32,19,7,1,1,1,1,1,0,0,
53,19,9,1,0,0,0,1,0,0,
5,19,11,1,0,1,1,0,1,0,
20,19,13,1,1,1,1,1,0,0,
57,19,15,1,0,0,1,1,0,0,
43,19,17,1,1,1,1,1,0,0,
60,19,19,1,1,1,0,0,0,0,
44,19,21,1,0,0,0,1,1,0,
22,19,23,1,0,0,0,0,1,0,
64,19,25,1,1,0,0,1,0,0,
18,19,27,1,0,1,0,1,1,0,
17,19,29,1,1,1,0,1,1,1,0
46,19,31,1,0,0,0,0,1,0,
25,19,2,2,1,1,1,1,1,0,
27,19,4,2,1,1,0,1,1,0,
61,19,6,2,0,1,0,0,1,0,
50,19,8,2,1,1,0,0,0,1,
58,19,10,2,1,1,1,0,1,0,
38,19,12,2,1,1,0,1,0,0,
47,19,14,2,1,1,0,0,0,0,
13,19,16,2,0,0,0,0,0,0,
19,19,18,2,1,1,1,1,0,0,
52,19,20,2,0,1,0,0,0,0,
31,19,22,2,1,0,1,0,1,0,
49,19,24,2,1,0,0,1,1,0,
8,19,26,2,1,1,1,0,0,0,
30,19,28,2,1,1,1,0,1,0,
45,19,30,2,1,1,0,0,0,0,
56,19,32,2,1,0,0,0,1,0,
61,20,2,1,0,0,0,0,0,0,
14,20,4,1,0,1,0,0,0,0,
41,20,6,1,0,0,0,0,0,0,
7,20,8,1,0,0,0,0,1,0,
22,20,10,1,0,0,0,0,0,0,
65,20,12,1,1,0,0,1,0,0,
38,20,14,1,0,0,0,0,0,0,
48,20,16,1,0,0,0,0,1,0,
29,20,18,1,0,1,0,0,0,0,
45,20,20,1,0,0,0,1,0,0,
35,20,22,1,0,1,0,0,0,0,
47,20,24,1,0,0,0,0,0,0,
24,20,26,1,0,0,0,0,0,0,
57,20,28,1,0,0,0,0,1,0,
30,20,30,1,0,0,1,0,1,0,
46,20,32,1,0,1,0,0,0,0,
32,20,1,2,0,1,0,0,0,0,
17,20,3,2,0,0,0,1,0,0,
66,20,5,2,0,0,0,0,0,0,
39,20,7,2,0,1,0,0,0,0,
9,20,9,2,1,0,0,0,1,0,
53,20,11,2,0,1,0,0,1,0,
50,20,13,2,0,1,0,0,1,0,
59,20,15,2,0,1,0,0,0,0,
12,20,17,2,0,0,0,0,0,0,
64,20,19,2,0,0,0,0,0,0,
63,20,21,2,0,0,0,0,0,0,
31,20,23,2,0,0,0,0,0,0,
26,20,25,2,0,0,0,1,0,0,
37,20,27,2,1,1,1,0,0,0,
56,20,29,2,1,0,0,0,0,0,
60,20,31,2,0,0,0,0,0,0,
32,21,2,1,1,0,0,0,0,0,
66,21,4,1,0,0,0,0,0,0,
5,21,6,1,0,0,0,1,1,1,
30,21,8,1,0,0,0,0,0,0,
49,21,10,1,0,0,0,0,0,0,
12,21,12,1,0,0,0,1,0,0,
64,21,14,1,1,1,0,0,0,0,
41,21,16,1,0,0,0,0,0,0,
52,21,18,1,0,0,0,0,0,0,
26,21,20,1,1,0,0,0,0,0,
55,21,22,1,1,1,0,0,0,0,
40,21,24,1,0,0,0,0,1,0,
34,21,26,1,0,1,1,1,0,0,
29,21,28,1,1,1,1,1,0,0,
62,21,30,1,0,1,0,0,0,0,
46,21,32,1,0,1,0,0,0,0,
35,21,1,2,1,0,0,0,0,0,
18,21,3,2,0,0,0,0,1,0,
47,21,5,2,0,0,0,0,0,0,
